iso3,year,tau_tamar,tau_mitchell,rgdp,gdp_deflator,cpi_gmd,unemployment_rate_pct,imports,exports,customs_revenue,ind_prod,ind_prod_base
FRA,1958,5.921473741,27.45014849384811,415143.8,9.225893,8.83637,1.613333,2357000.0,2153000.0,647000.0,77.0,1963=100
FRA,1959,5.96859381825,,426642.3,9.808011,9.34087,1.915833,25100.0,27700.0,,78.0,1963=100
FRA,1960,6.04794230125,23.225806451612904,460579.3,10.06279,9.726123,1.265063,31000.0,33900.0,7200.0,85.0,1963=100
FRA,1961,6.2483412005,23.939393939393938,484168.8,10.37871,9.970729,1.105649,33000.0,35700.0,7900.0,90.0,1963=100
FRA,1962,6.66802657825,23.98921832884097,515848.0,10.91848,10.48134,1.25553,37100.0,36400.0,8900.0,95.0,1963=100
FRA,1963,6.9255287395,23.201856148491878,549008.7,11.50241,11.11426,1.388607,43100.0,39900.0,10000.0,100.0,1963=100
FRA,1964,6.78409563325,22.132796780684103,585084.2,11.97142,11.47505,1.10481,49700.0,44400.0,11000.0,107.0,1963=100
FRA,1965,6.1534547445,22.941176470588236,613528.6,12.33002,11.77775,1.376728,51000.0,49600.0,11700.0,109.0,1963=100
FRA,1966,5.91518969675,20.98976109215017,645646.3,12.69783,12.08657,1.409227,58600.0,53800.0,12300.0,116.0,1963=100
FRA,1967,5.434291195,21.44026186579378,677616.3,13.08257,12.42596,1.86892,61100.0,56200.0,13100.0,119.0,1963=100
FRA,1968,4.35171963775,16.424418604651162,707538.9,13.6688,12.9916,2.366168,68800.0,62600.0,11300.0,123.0,1963=100
FRA,1969,3.28790666425,14.25364758698092,758390.2,14.67113,13.77129,2.042178,89100.0,77000.0,12700.0,136.0,1963=100
FRA,1970,2.67710375425,13.584905660377359,804554.8,15.47474,14.56014,2.201226,106000.0,99600.0,14400.0,145.0,1963=100
FRA,1971,2.36523161775,12.796610169491526,847372.2,16.3914,15.37039,2.411384,118000.0,114000.0,15100.0,155.0,1963=100
FRA,1972,2.19315012925,11.911764705882353,886357.4,17.49693,16.29989,2.5,136000.0,131000.0,16200.0,163.0,1963=100
FRA,1973,2.02359559525,10.903614457831326,941896.4,18.88056,17.50458,2.393959,166000.0,160000.0,18100.0,175.0,1963=100
FRA,1974,1.50865277425,7.450980392156863,982422.1,21.11019,19.89559,2.526278,255000.0,220000.0,19000.0,179.0,1963=100
FRA,1975,0.94353091525,8.354978354978355,972639.8,24.01826,22.22546,3.593024,231000.0,223000.0,19300.0,167.0,1963=100
FRA,1976,0.93391946525,7.012987012987013,1014447.0,26.60657,24.35964,3.986826,308000.0,266000.0,21600.0,181.0,1963=100
FRA,1977,0.78060927975,8.208092485549132,1049874.0,28.9325,26.68034,4.488402,346000.0,312000.0,28400.0,183.0,1963=100
FRA,1978,0.7818604225,9.809782608695652,1091802.0,31.61335,29.14474,4.681015,368000.0,345000.0,36100.0,187.0,1963=100
FRA,1979,0.871544358,10.415754923413568,1130249.0,34.88731,32.24205,5.250931,457000.0,415000.0,47600.0,195.0,1963=100
FRA,1980,0.7298933825,8.581436077057793,1148062.0,38.96514,36.6052,6.349,571000.0,470000.0,49000.0,197.0,1963=100
FRA,1981,1.038462966,8.34862385321101,1161682.0,43.43413,41.47897,7.438,654000.0,549000.0,54600.0,193.0,1963=100
FRA,1982,0.699978899,8.139841688654354,1189605.0,48.66523,46.44751,8.069,758000.0,606000.0,61700.0,193.0,1963=100
FRA,1983,0.781694056,8.4,1204626.0,53.33941,50.84124,7.383,800000.0,695000.0,67200.0,193.0,1963=100
FRA,1984,0.6361543985,8.263274336283185,1224780.0,57.11229,54.74269,8.458,904000.0,813000.0,74700.0,147.0,1963=100
FRA,1985,0.70090859325,9.781931464174455,1245232.0,60.24116,57.9348,8.7,963000.0,871000.0,94200.0,199.0,1963=100
FRA,1986,0.63989039525,11.5990990990991,1274188.0,63.40657,59.40548,8.875,888000.0,825000.0,103000.0,199.0,1963=100
FRA,1987,0.624948959249999,11.428571428571429,1306901.0,64.97198,61.35927,9.15,945000.0,858000.0,108000.0,203.0,1963=100
FRA,1988,0.635025258,11.290322580645162,1367932.0,67.04366,63.01647,8.842,1054000.0,964000.0,119000.0,211.0,1963=100
GBR,1750,,,14092.82,0.7390429,0.844521,,,,,,
GBR,1751,,,13788.42,0.7402509,0.8667452,,,,,,
GBR,1752,,,14467.53,0.7630957,0.9223064,,,,,,
GBR,1753,,,14596.13,0.7492366,0.9111943,,,,,,
GBR,1754,,,14187.19,0.7414681,0.9000823,,,,,,
GBR,1755,,,14616.49,0.7268162,0.8556331,,,,,,
GBR,1756,,,14369.45,0.7610557,0.9223064,,,,,,
GBR,1757,,,15196.59,0.8155831,1.177886,,,,,,
GBR,1758,,,15408.47,0.8111278,1.111212,,,,,,
GBR,1759,,,15651.8,0.7585917,0.9667546,,,,,,
GBR,1760,,,16107.0,0.763018,0.8889702,3.626304,,,,,
GBR,1761,,,16748.17,0.7462448,0.8778582,3.114833,,,,,
GBR,1762,,,16281.87,0.7612201,0.9111943,4.199984,,,,,
GBR,1763,,,16229.13,0.8021992,0.9334184,4.766477,,,,,
GBR,1764,,,16221.73,0.8089858,1.022315,5.119574,,,,,
GBR,1765,,,16090.35,0.8155912,1.077876,5.367631,,,,,
GBR,1766,,,16305.0,0.8240175,1.077876,4.831583,,,,,
GBR,1767,,,16417.87,0.8500713,1.244558,4.58934,,,,,
GBR,1768,,,16568.68,0.8234757,1.211221,4.378572,,,,,
GBR,1769,,,17505.0,0.7913289,1.04454,3.205378,,,,,
GBR,1770,,,17026.66,0.795209,1.088988,3.73779,,,,,
GBR,1771,,,17344.93,0.8346599,1.200109,3.565502,,,,,
GBR,1772,,,16901.76,0.8627075,1.277894,4.260125,,,,,
GBR,1773,,,17203.38,0.8596904,1.300118,4.20661,,,,,
GBR,1774,,,16820.34,0.8730755,1.289006,4.595812,,,,,
GBR,1775,,,17357.89,0.8820392,1.25567,4.197967,,,,,
GBR,1776,,,17920.41,0.8659756,1.144549,3.74353,,,,,
GBR,1777,,,18438.53,0.8868307,1.200109,3.49302,,,,,
GBR,1778,,,18309.93,0.8873712,1.200109,4.428984,,,,,
GBR,1779,,,18259.97,0.8612801,1.077876,5.130661,,,,,
GBR,1780,,,19093.58,0.856406,1.1001,4.518933,,,,,
GBR,1781,,,19637.61,0.9652733,1.211221,4.034582,,,,,
GBR,1782,,,19442.39,0.9696085,1.211221,4.474053,,,,,
GBR,1783,,,19342.46,0.9476944,1.233446,4.236656,,,,,
GBR,1784,,,19418.33,0.9118102,1.200109,4.462552,,,,,
GBR,1785,,,19283.25,0.9181974,1.133436,4.734593,,,,,
GBR,1786,,,19620.03,0.9661381,1.111212,4.371779,,,,,
GBR,1787,,,19293.43,0.9608996,1.144549,4.813228,,,,,
GBR,1788,,,19249.94,0.9306072,1.166774,5.470485,,,,,
GBR,1789,,,19680.17,0.9155556,1.244558,5.255291,,,,,
GBR,1790,,,21174.38,0.9394853,1.277894,3.965444,,,,,
GBR,1791,,,21265.05,0.9452752,1.244558,4.175603,,,,,
GBR,1792,,,22119.02,0.9982455,1.211221,3.785264,,,,,
GBR,1793,,,21760.97,0.9907397,1.300118,5.427048,,,,,
GBR,1794,,,21055.95,0.9991804,1.344567,7.687638,,,,,
GBR,1795,,,23343.08,1.097601,1.589033,4.894929,,,,,
GBR,1796,,9.1125,23762.2,1.130838,1.666819,4.799313,40.0,39.0,3.645,,
GBR,1797,,11.588235294117647,23590.11,1.143503,1.444576,5.497425,34.0,37.0,3.94,,
GBR,1798,,9.482,23816.79,1.189469,1.422352,5.239743,50.0,43.0,4.741,,
GBR,1799,,13.83529411764706,24442.23,1.278344,1.62237,5.424619,51.0,46.0,7.056,,
GBR,1800,,14.125806451612904,25633.9,1.381439,2.177976,4.325218,62.0,53.0,8.758000000000001,,
GBR,1801,,12.692753623188407,25864.28,1.477859,2.277985,4.451798,69.0,54.0,8.758000000000001,6.6,1913=100
GBR,1802,,13.998181818181818,26166.82,1.265737,1.677931,4.797529,55.0,59.0,7.699,6.9,1913=100
GBR,1803,,15.107407407407406,25620.95,1.276444,1.633482,6.840759,54.0,46.0,8.158,7.1,1913=100
GBR,1804,,16.535087719298247,25598.74,1.358924,1.677931,7.631052,57.0,49.0,9.425,7.3,1913=100
GBR,1805,,16.60655737704918,27151.24,1.400137,1.933509,5.950293,61.0,48.0,10.13,7.4,1913=100
GBR,1806,,20.375471698113206,27046.7,1.420953,1.833501,6.263484,53.0,50.0,10.799,7.6,1913=100
GBR,1807,,23.42222222222222,28813.85,1.427786,1.755715,4.486281,54.0,45.0,12.648,7.8,1913=100
GBR,1808,,24.24423076923077,27473.22,1.46334,1.877949,6.036407,52.0,44.0,12.607000000000001,7.9,1913=100
GBR,1809,,19.695945945945947,28337.37,1.551031,2.133528,6.010566,74.0,61.0,14.575000000000001,8.1,1913=100
GBR,1810,,15.730337078651685,30163.73,1.605592,2.255761,4.517776,89.0,61.0,14.0,8.2,1913=100
GBR,1811,,25.49019607843137,29852.86,1.552535,2.133528,5.611571,51.0,40.0,13.0,8.4,1913=100
GBR,1812,,25.0,28625.11,1.644594,2.478004,7.664754,56.0,51.0,14.0,8.5,1913=100
GBR,1813,,,30179.46,1.677228,2.41133,7.543617,,,,8.6,1913=100
GBR,1814,,18.51851851851852,29512.38,1.641028,2.089079,9.292888,81.0,71.0,15.0,8.8,1913=100
GBR,1815,,,32661.8,1.527435,1.789052,5.138414,,,,9.0,1913=100
GBR,1816,,16.901408450704224,30952.94,1.433426,1.966846,7.76494,71.0,69.0,12.0,9.2,1913=100
GBR,1817,,26.0,31473.83,1.462649,2.033519,8.284279,50.0,55.0,13.0,9.5,1913=100
GBR,1818,,22.950819672131146,31443.3,1.52038,1.955734,8.787372,61.0,52.0,14.0,9.8,1913=100
GBR,1819,,16.049382716049383,30928.88,1.444643,1.811276,10.2805,81.0,59.0,13.0,10.0,1913=100
GBR,1820,,21.428571428571427,33439.91,1.354851,1.644594,7.00476,56.0,45.0,12.0,10.0,1913=100
GBR,1821,,24.074074074074073,34008.91,1.277058,1.377903,6.663967,54.0,46.0,13.0,11.0,1913=100
GBR,1822,,28.26086956521739,34664.89,1.192801,1.455688,6.42642,46.0,47.0,13.0,11.0,1913=100
GBR,1823,,31.11111111111111,35684.47,1.211257,1.455688,5.721923,45.0,45.0,14.0,12.0,1913=100
GBR,1824,,26.923076923076923,37638.51,1.234155,1.555697,4.746284,52.0,42.0,14.0,12.0,1913=100
GBR,1825,,37.254901960784316,38487.86,1.334107,1.644594,4.710141,51.0,46.0,19.0,13.0,1913=100
GBR,1826,,38.0,36434.81,1.234908,1.477912,8.3986,50.0,39.0,19.0,13.0,1913=100
GBR,1827,,33.898305084745765,39239.13,1.19443,1.433464,6.591324,59.0,44.0,20.0,13.0,1913=100
GBR,1828,,33.333333333333336,39359.41,1.19078,1.477912,8.256227,57.0,44.0,19.0,14.0,1913=100
GBR,1829,,35.18518518518518,39693.41,1.141401,1.511249,8.680347,54.0,43.0,19.0,14.0,1913=100
GBR,1830,,33.92857142857143,41471.66,1.132642,1.477912,7.246719,56.0,44.0,19.0,15.0,1913=100
GBR,1831,,29.032258064516128,42741.98,1.081922,1.489024,6.381179,62.0,44.0,18.0,15.0,1913=100
GBR,1832,,35.84905660377358,42965.88,1.073859,1.41124,8.395958,53.0,44.0,19.0,16.0,1913=100
GBR,1833,,30.508474576271187,43446.99,1.040393,1.333455,8.055974,59.0,47.0,18.0,16.0,1913=100
GBR,1834,,30.76923076923077,44953.23,1.068089,1.266782,7.265974,65.0,50.0,20.0,17.0,1913=100
GBR,1835,,32.35294117647059,47672.43,1.063969,1.188997,6.068022,68.0,56.0,22.0,17.0,1913=100
GBR,1836,,27.38095238095238,48925.17,1.124007,1.366791,6.007045,84.0,62.0,23.0,18.0,1913=100
GBR,1837,,31.428571428571427,48506.97,1.103637,1.41124,7.489638,70.0,51.0,22.0,19.0,1913=100
GBR,1838,,27.5,50855.15,1.107974,1.522361,6.815952,80.0,59.0,22.0,19.0,1913=100
GBR,1839,,25.274725274725274,51961.7,1.128476,1.555697,5.651132,91.0,63.0,23.0,20.0,1913=100
GBR,1840,24.98886672,25.274725274725274,52184.68,1.081742,1.522361,9.888602,91.0,61.0,23.0,20.0,1913=100
GBR,1841,26.8103635775,27.38095238095238,50751.53,1.065088,1.4668,12.336,84.0,62.0,23.0,21.0,1913=100
GBR,1842,29.5523663825,30.263157894736842,50287.07,1.019005,1.377903,12.35395,76.0,55.0,23.0,22.0,1913=100
GBR,1843,31.12012437,32.394366197183096,52143.05,0.9847317,1.233446,8.90114,71.0,60.0,23.0,22.0,1913=100
GBR,1844,29.61721404,30.379746835443036,55905.88,0.9929722,1.277894,6.432548,79.0,67.0,24.0,23.0,1913=100
GBR,1845,27.5852374425,25.0,58645.43,1.008745,1.25567,4.617607,88.0,69.0,22.0,24.0,1913=100
GBR,1846,25.79171046,25.28735632183908,61026.0,0.9984088,1.31123,2.867937,87.0,67.0,22.0,24.0,1913=100
GBR,1847,22.1035776025,19.642857142857142,60157.23,1.063036,1.544585,5.29237,112.0,71.0,22.0,25.0,1913=100
GBR,1848,22.54392266,26.136363636363637,62200.09,0.9762138,1.25567,6.953771,88.0,61.0,23.0,26.0,1913=100
GBR,1849,22.79994598,21.782178217821784,63404.72,0.9708079,1.144549,8.645794,101.0,76.0,22.0,27.0,1913=100
GBR,1850,21.5370607375,21.359223300970875,62616.44,0.9048527,1.122324,11.13602,103.0,83.0,22.0,28.0,1913=100
GBR,1851,20.5643212525,20.0,65564.16,0.8927651,1.088988,8.758673,110.0,87.0,22.0,29.0,1913=100
GBR,1852,20.0441349475,20.0,67648.66,0.8975875,1.111212,8.060853,110.0,91.0,22.0,30.0,1913=100
GBR,1853,16.71720652,15.436241610738255,69952.44,0.979694,1.244558,5.409662,149.0,116.0,23.0,31.0,1913=100
GBR,1854,14.6347770925,14.473684210526315,72343.18,1.03082,1.322342,4.735734,152.0,116.0,22.0,32.0,1913=100
GBR,1855,14.5657958025,15.972222222222221,71980.51,1.038908,1.31123,3.731878,144.0,117.0,23.0,33.0,1913=100
GBR,1856,13.6310609375,13.872832369942197,75643.41,1.042299,1.31123,3.51818,173.0,139.0,24.0,28.1,1913=100
GBR,1857,12.8084978575,12.23404255319149,75946.88,1.027163,1.344567,3.945176,188.0,146.0,23.0,29.1,1913=100
GBR,1858,13.318296125,14.545454545454545,75697.07,0.9782682,1.222334,5.215345,165.0,140.0,24.0,28.5,1913=100
GBR,1859,13.35373954,13.40782122905028,78928.83,1.00815,1.244558,3.27638,179.0,155.0,24.0,30.0,1913=100
GBR,1860,12.0794027975,10.90047393364929,80489.66,1.010598,1.300118,2.941126,211.0,165.0,23.0,31.7,1913=100
GBR,1861,10.817220155,11.059907834101383,82008.86,1.035057,1.289006,3.721008,217.0,160.0,24.0,31.7,1913=100
GBR,1862,10.334288145,10.666666666666666,81563.84,1.043258,1.300118,4.671701,225.0,166.0,24.0,32.4,1913=100
GBR,1863,9.68945928125,9.236947791164658,85974.32,1.079385,1.322342,4.144174,249.0,197.0,23.0,32.5,1913=100
GBR,1864,8.69487525774999,8.363636363636363,87170.62,1.123117,1.322342,2.996738,275.0,212.0,23.0,35.0,1913=100
GBR,1865,8.38663679,7.749077490774908,90927.91,1.096181,1.300118,2.957855,271.0,219.0,21.0,37.3,1913=100
GBR,1866,7.81651125425,7.4576271186440675,92010.4,1.119507,1.31123,3.295261,295.0,239.0,22.0,38.7,1913=100
GBR,1867,7.86209028675,8.363636363636363,92173.23,1.10397,1.31123,4.828357,275.0,226.0,23.0,36.4,1913=100
GBR,1868,7.87645492,7.4576271186440675,95811.16,1.07401,1.300118,4.997658,295.0,228.0,22.0,36.4,1913=100
GBR,1869,7.626245589,7.4576271186440675,98369.38,1.073607,1.277894,4.673417,295.0,237.0,22.0,35.8,1913=100
GBR,1870,7.21040070125,6.600660066006601,105952.4,1.06558,1.277894,3.764153,303.0,244.0,20.0,40.2,1913=100
GBR,1871,6.5613420705,6.042296072507553,111905.2,1.083353,1.31405,3.079858,331.0,284.0,20.0,43.5,1913=100
GBR,1872,5.99066833325,5.915492957746479,112408.5,1.138728,1.369414,2.31147,355.0,314.0,21.0,44.8,1913=100
GBR,1873,5.60365522775,5.390835579514825,113467.9,1.179499,1.379583,2.400424,371.0,311.0,20.0,45.3,1913=100
GBR,1874,5.4087973205,5.135135135135135,118184.6,1.129782,1.31744,2.830976,370.0,298.0,19.0,46.4,1913=100
GBR,1875,5.39771790225,5.347593582887701,119427.2,1.091864,1.297102,3.433789,374.0,281.0,20.0,46.7,1913=100
GBR,1876,5.319959879,5.333333333333333,120155.3,1.071378,1.300492,4.123305,375.0,257.0,20.0,47.5,1913=100
GBR,1877,5.255780036,5.0761421319796955,120964.9,1.050432,1.299363,5.669392,394.0,252.0,20.0,47.4,1913=100
GBR,1878,5.41337705875,5.420054200542006,121292.4,1.027846,1.259816,6.785955,369.0,246.0,20.0,47.3,1913=100
GBR,1879,5.53587174725,5.234159779614325,118922.9,1.007163,1.203322,7.827357,363.0,249.0,19.0,45.6,1913=100
GBR,1880,4.9434624735,4.622871046228711,127915.1,1.006385,1.22818,5.684694,411.0,286.0,19.0,50.3,1913=100
GBR,1881,4.753917507,4.785894206549118,130972.0,0.9988004,1.212361,4.912749,397.0,297.0,19.0,53.5,1913=100
GBR,1882,4.68747522475,4.842615012106537,133185.1,1.01192,1.214621,4.311129,413.0,306.0,20.0,55.7,1913=100
GBR,1883,4.69116786775,4.68384074941452,137361.5,0.9864607,1.214621,4.226604,427.0,306.0,20.0,56.5,1913=100
GBR,1884,4.9710977045,5.128205128205129,135982.0,0.9681289,1.172815,5.436313,390.0,296.0,20.0,54.4,1913=100
GBR,1885,5.42044835975,5.390835579514825,134791.2,0.9558187,1.13214,6.901508,371.0,271.0,20.0,52.1,1913=100
GBR,1886,5.682530059,5.714285714285714,135529.5,0.9575279,1.12197,6.813581,350.0,269.0,20.0,51.0,1913=100
GBR,1887,5.56787805125,5.524861878453039,141320.5,0.9558778,1.099373,6.122164,362.0,281.0,20.0,55.1,1913=100
GBR,1888,5.316898546,5.154639175257732,145948.3,0.9598216,1.097113,5.003227,388.0,299.0,20.0,58.3,1913=100
GBR,1889,4.86159193425,4.672897196261682,150815.0,0.9792627,1.106153,3.710815,428.0,316.0,20.0,62.4,1913=100
GBR,1890,4.9046643215,4.750593824228028,152229.6,0.9934246,1.110672,3.453293,421.0,329.0,20.0,63.3,1913=100
GBR,1891,4.928528632,4.597701149425287,156190.4,0.9682324,1.119711,4.229412,435.0,309.0,20.0,64.1,1913=100
GBR,1892,4.83027624525,4.716981132075472,152802.3,0.967208,1.12423,5.266403,424.0,291.0,20.0,61.0,1913=100
GBR,1893,4.89696082,4.938271604938271,151645.8,0.9745843,1.102762,6.300149,405.0,277.0,20.0,60.0,1913=100
GBR,1894,5.06133883,4.901960784313726,158989.2,0.9800119,1.073386,6.042623,408.0,274.0,20.0,63.5,1913=100
GBR,1895,5.11379225875,5.0359712230215825,164337.9,0.9696639,1.058698,6.299396,417.0,286.0,21.0,66.5,1913=100
GBR,1896,4.98551188775,4.751131221719457,171462.0,0.9609616,1.056438,5.262089,442.0,296.0,21.0,71.4,1913=100
GBR,1897,4.971446735,4.878048780487805,173556.7,0.9727677,1.077906,5.090777,451.0,294.0,22.0,73.4,1913=100
GBR,1898,4.8609673405,4.45859872611465,181763.3,0.980418,1.097113,4.226582,471.0,294.0,21.0,77.0,1913=100
GBR,1899,4.5506052815,4.948453608247423,188525.7,1.002706,1.085814,3.705818,485.0,329.0,24.0,80.1,1913=100
GBR,1900,4.696591371,5.162523900573614,188093.6,1.04377,1.12988,3.676091,523.0,354.0,27.0,80.1,1937=100
GBR,1901,5.1836275715,5.938697318007663,192281.1,1.029705,1.12649,4.863919,522.0,348.0,31.0,80.3,1937=100
GBR,1902,5.7769514075,6.628787878787879,195187.2,1.019177,1.12649,5.128817,528.0,349.0,35.0,81.7,1937=100
GBR,1903,6.33613535025,6.261510128913444,193115.6,1.016626,1.138919,5.580767,543.0,361.0,34.0,80.0,1937=100
GBR,1904,6.47628448025,6.533575317604356,195448.1,1.00556,1.1344,6.872657,551.0,371.0,36.0,81.0,1937=100
GBR,1905,6.3831682255,6.1946902654867255,201655.3,1.010245,1.138919,6.446801,565.0,408.0,35.0,85.7,1937=100
GBR,1906,6.0340605845,5.427631578947368,206877.2,1.024014,1.137789,5.160324,608.0,461.0,33.0,89.3,1937=100
GBR,1907,5.407421135,4.953560371517028,211137.8,1.039853,1.155867,4.388671,646.0,518.0,32.0,91.0,1937=100
GBR,1908,5.4600531385,4.8903878583473865,202677.7,1.03187,1.170555,7.056438,593.0,457.0,29.0,83.7,1937=100
GBR,1909,5.22671344075,4.8,207717.3,1.028396,1.172815,7.483104,625.0,469.0,30.0,84.3,1937=100
GBR,1910,4.7440087075,4.867256637168142,213547.0,1.042753,1.197673,5.762959,678.0,534.0,33.0,85.5,1937=100
GBR,1911,4.995949052,5.0,220897.9,1.048602,1.201062,4.728543,680.0,557.0,34.0,91.5,1937=100
GBR,1912,4.839040749,4.429530201342282,224562.6,1.07555,1.234959,3.965958,745.0,599.0,33.0,93.9,1937=100
GBR,1913,4.5989405665,4.291287386215865,234445.7,1.073747,1.242868,3.631324,769.0,635.0,33.0,100.0,1937=100
GBR,1914,4.7558338765,5.5954088952654235,239042.2,1.0653,1.274505,3.156384,697.0,526.0,39.0,93.7,1937=100
GBR,1915,4.724711843,7.042253521126761,252038.6,1.210374,1.433817,0.9483168,852.0,484.0,60.0,58.616,1937=100
GBR,1916,5.73423994325,7.481559536354057,254753.2,1.387176,1.693687,0.329102,949.0,604.0,71.0,55.4,1937=100
GBR,1917,6.60502709975,6.672932330827067,253169.2,1.727026,2.119993,0.4662005,1064.0,597.0,71.0,51.7,1937=100
GBR,1918,6.17671527825,7.826747720364741,257874.8,2.011755,2.586205,0.6472492,1316.0,532.0,103.0,50.0,1937=100
GBR,1919,6.42897787925,9.16359163591636,237535.9,2.344489,2.848757,3.024748,1626.0,964.0,149.0,55.1,1937=100
GBR,1920,8.02132221525,6.9322296947749615,223593.9,2.758984,3.286411,1.954545,1933.0,1557.0,134.0,61.25,1937=100
GBR,1921,11.47487417,11.970534069981584,201881.1,2.509374,3.00619,11.02378,1086.0,810.0,130.0,48.9,1937=100
GBR,1922,12.836580755,12.26321036889332,212598.7,2.164865,2.584465,9.675714,1003.0,824.0,123.0,56.5,1937=100
GBR,1923,11.67086098,10.94890510948905,218897.6,2.006458,2.42957,7.987518,1096.0,886.0,120.0,59.9,1937=100
GBR,1924,10.06526780475,7.7525450274079875,229229.4,1.966457,2.412454,7.117408,1277.0,941.0,99.0,66.5,1937=100
GBR,1925,8.480996221,7.7971233913701745,237295.4,1.961501,2.419915,7.75983,1321.0,927.0,103.0,69.1,1937=100
GBR,1926,8.0803298095,8.70265914585012,229891.8,1.953088,2.400011,8.66689,1241.0,778.0,108.0,65.3,1937=100
GBR,1927,8.656020523,9.195402298850574,247571.7,1.917945,2.342901,6.713613,1218.0,832.0,112.0,75.3,1937=100
GBR,1928,9.1866834915,9.949832775919733,249782.0,1.900972,2.335262,7.426827,1196.0,844.0,119.0,73.3,1937=100
GBR,1929,9.6762404075,9.828009828009828,256908.9,1.885535,2.314611,7.183501,1221.0,839.0,120.0,76.9,1937=100
GBR,1930,11.0811531875,11.590038314176246,254864.2,1.869604,2.249827,11.09813,1044.0,658.0,121.0,73.6,1937=100
GBR,1931,14.4132773925,15.795586527293844,243040.9,1.833708,2.153204,14.87621,861.0,455.0,136.0,68.9,1937=100
GBR,1932,19.03123756,23.076923076923077,243207.5,1.792626,2.097094,15.3873,702.0,416.0,162.0,68.6,1937=100
GBR,1933,22.902271405,26.51851851851852,250942.2,1.7685,2.052807,13.92737,675.0,417.0,179.0,73.1,1937=100
GBR,1934,24.2182761,25.3077975376197,265914.0,1.753922,2.05275,11.73411,731.0,447.0,185.0,80.4,1937=100
GBR,1935,24.39579495,26.058201058201057,275749.0,1.767285,2.067107,10.87303,756.0,481.0,197.0,86.6,1937=100
GBR,1936,23.26801585,24.882075471698112,288898.1,1.782384,2.081666,9.248113,848.0,502.0,211.0,94.4,1937=100
GBR,1937,21.5120031975,21.595330739299612,299008.8,1.841937,2.152271,7.696564,1028.0,596.0,222.0,100.0,1937=100
GBR,1938,23.270629195,24.565217391304348,301329.3,1.88513,2.18694,9.201828,920.0,533.0,226.0,97.3,1937=100
GBR,1939,24.9447809975,29.571106094808126,314589.4,1.937106,2.247717,5.684616,886.0,486.0,262.0,,
GBR,1940,23.9598756725,26.475694444444443,345805.1,2.133307,2.625307,2.990737,1152.0,467.0,305.0,,
GBR,1941,26.0448963825,33.01310043668122,375916.1,2.358349,2.909019,1.03403,1145.0,378.0,378.0,,
GBR,1942,29.6858220625,38.14262023217247,382656.2,2.531833,3.115436,0.4429266,1206.0,402.0,460.0,,
GBR,1943,30.0682737025,29.76127320954907,389230.8,2.642393,3.221542,0.3199461,1885.0,350.0,561.0,,
GBR,1944,26.262369025,24.533898305084747,372103.3,2.780813,3.30877,0.2834568,2360.0,345.0,579.0,,
GBR,1945,33.1987462225,37.57415952537904,355086.8,2.828428,3.401146,0.4127689,1517.0,487.0,570.0,,
GBR,1946,16.537605009,47.732513451191394,346357.4,2.909938,3.506424,2.038237,1301.0,965.0,621.0,99.7,1937=100
GBR,1947,3.1351922795,43.99332591768632,341937.7,3.177518,3.75181,1.624175,1798.0,1202.0,791.0,105.0,1937=100
GBR,1948,2.7414272595,39.66265060240964,352931.9,3.372754,4.041447,1.640351,2075.0,1643.0,823.0,114.0,1937=100
GBR,1949,2.2899373055,35.68920105355575,364622.9,3.476846,4.1543,1.52654,2278.0,1846.0,813.0,66.0,1963=100
GBR,1950,2.29485686675,34.80769230769231,376808.9,3.521956,4.317086,1.823362,2600.0,2280.0,905.0,70.0,1963=100
GBR,1951,2.82274080025,25.615384615384617,390810.1,3.784251,4.707773,1.567376,3900.0,2730.0,999.0,72.0,1963=100
GBR,1952,2.51297321875,29.257142857142856,396669.5,4.022294,5.209154,2.358967,3500.0,2740.0,1024.0,71.0,1963=100
GBR,1953,2.06572932825,31.575757575757574,418702.4,4.086688,5.397986,2.032146,3300.0,2700.0,1042.0,75.0,1963=100
GBR,1954,2.200818461,32.35294117647059,436934.7,4.144097,5.521703,1.768046,3400.0,2700.0,1100.0,79.0,1963=100
GBR,1955,2.395493231,29.46153846153846,454503.5,4.29879,5.801695,1.550358,3900.0,3020.0,1149.0,83.0,1963=100
GBR,1956,2.414859742,30.743589743589745,462193.8,4.547417,6.101222,1.639878,3900.0,3240.0,1199.0,83.0,1963=100
GBR,1957,2.61319288525,30.2,471283.1,4.707548,6.335633,1.88846,4000.0,3430.0,1208.0,85.0,1963=100
GBR,1958,2.8946188835,34.108108108108105,477630.1,4.842701,6.517954,2.528965,3700.0,3340.0,1262.0,84.0,1963=100
GBR,1959,3.07473891425,34.325,498020.8,4.920818,6.557023,2.642399,4000.0,3430.0,1373.0,88.0,1963=100
GBR,1960,3.26124762875,32.355555555555554,529510.4,4.948156,6.609115,2.772259,4500.0,3740.0,1456.0,95.0,1963=100
GBR,1961,3.497035946,36.72727272727273,543663.7,5.13516,6.823992,2.681456,4400.0,3860.0,1616.0,96.0,1963=100
GBR,1962,3.45393699,36.422222222222224,549490.6,5.320383,7.110495,3.170842,4500.0,3960.0,1639.0,97.0,1963=100
GBR,1963,3.36585691,35.895833333333336,576025.9,5.398889,7.260259,3.425725,4800.0,4250.0,1723.0,100.0,1963=100
GBR,1964,3.83262527625,36.50909090909091,608886.8,5.59168,7.49467,2.815425,5500.0,4450.0,2008.0,108.0,1963=100
